no,institution_name,sector,licence_type_status,office_number,address,website,mas_profile_url,source_list_url,source_page,verification_date,family_office_classification,telemarketing_priority,calling_status,contact_result,follow_up_date,assigned_to,notes
1591,Lloyd's Asia Scheme - ANTARES UNDERWRITING ASIA PTE. LIMITED (SYNDICATE 1274),Insurance,Lloyd's Asia Scheme,,,,https://eservices.mas.gov.sg/fid/institution/detail/200511-Lloyd-s-Asia-Scheme-ANTARES-UNDERWRITING-ASIA-PTE-LIMITED-SYNDICATE-1274,https://eservices.mas.gov.sg/fid/institution?page=27&count=100,27,2026-07-11,,,Not Called,,,,
1592,Lloyd's Asia Scheme - ASTA SOLUTIONS ASIA PTE. LTD.,Insurance,Lloyd's Asia Scheme,,,,https://eservices.mas.gov.sg/fid/institution/detail/410000-Lloyd-s-Asia-Scheme-ASTA-SOLUTIONS-ASIA-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=27&count=100,27,2026-07-11,,,Not Called,,,,
1593,Lloyd's Asia Scheme - BEAZLEY PTE. LIMITED (SYNDICATE 2623),Insurance,Lloyd's Asia Scheme,,,,https://eservices.mas.gov.sg/fid/institution/detail/1683-Lloyd-s-Asia-Scheme-BEAZLEY-PTE-LIMITED-SYNDICATE-2623,https://eservices.mas.gov.sg/fid/institution?page=27&count=100,27,2026-07-11,,,Not Called,,,,
1594,Lloyd's Asia Scheme - BEAZLEY PTE. LIMITED (SYNDICATE 623),Insurance,Lloyd's Asia Scheme,,,,https://eservices.mas.gov.sg/fid/institution/detail/1683-Lloyd-s-Asia-Scheme-BEAZLEY-PTE-LIMITED-SYNDICATE-623,https://eservices.mas.gov.sg/fid/institution?page=27&count=100,27,2026-07-11,,,Not Called,,,,
1595,Lloyd's Asia Scheme - CANOPIUS ASIA PTE. LTD. (SYNDICATE 4444),Insurance,Lloyd's Asia Scheme,,,,https://eservices.mas.gov.sg/fid/institution/detail/1956-Lloyd-s-Asia-Scheme-CANOPIUS-ASIA-PTE-LTD-SYNDICATE-4444,https://eservices.mas.gov.sg/fid/institution?page=27&count=100,27,2026-07-11,,,Not Called,,,,
1596,Lloyd's Asia Scheme - CATLIN SINGAPORE PTE. LTD (SYNDICATE 2003),Insurance,Lloyd's Asia Scheme,,,,https://eservices.mas.gov.sg/fid/institution/detail/1046-Lloyd-s-Asia-Scheme-CATLIN-SINGAPORE-PTE-LTD-SYNDICATE-2003,https://eservices.mas.gov.sg/fid/institution?page=27&count=100,27,2026-07-11,,,Not Called,,,,
1597,Lloyd's Asia Scheme - CHAUCER SINGAPORE PTE. LIMITED (SYNDICATE 1084),Insurance,Lloyd's Asia Scheme,,,,https://eservices.mas.gov.sg/fid/institution/detail/1711-Lloyd-s-Asia-Scheme-CHAUCER-SINGAPORE-PTE-LIMITED-SYNDICATE-1084,https://eservices.mas.gov.sg/fid/institution?page=27&count=100,27,2026-07-11,,,Not Called,,,,
1598,Lloyd's Asia Scheme - HARTFORD SINGAPORE PTE. LTD. (SYNDICATE 1221),Insurance,Lloyd's Asia Scheme,,,,https://eservices.mas.gov.sg/fid/institution/detail/430766-Lloyd-s-Asia-Scheme-HARTFORD-SINGAPORE-PTE-LTD-SYNDICATE-1221,https://eservices.mas.gov.sg/fid/institution?page=28&count=100,28,2026-07-11,,,Not Called,,,,
1599,Lloyd's Asia Scheme - MARKEL INTERNATIONAL SINGAPORE PTE. LIMITED (SYNDICATE 3000),Insurance,Lloyd's Asia Scheme,,,,https://eservices.mas.gov.sg/fid/institution/detail/1874-Lloyd-s-Asia-Scheme-MARKEL-INTERNATIONAL-SINGAPORE-PTE-LIMITED-SYNDICATE-3000,https://eservices.mas.gov.sg/fid/institution?page=28&count=100,28,2026-07-11,,,Not Called,,,,
1600,Lloyd's Asia Scheme - MOSAIC SERVICES ASIA PTE. LIMITED (SYNDICATE 1609),Insurance,Lloyd's Asia Scheme,,,,https://eservices.mas.gov.sg/fid/institution/detail/410001-Lloyd-s-Asia-Scheme-MOSAIC-SERVICES-ASIA-PTE-LIMITED-SYNDICATE-1609,https://eservices.mas.gov.sg/fid/institution?page=28&count=100,28,2026-07-11,,,Not Called,,,,
1601,Lloyd's Asia Scheme - MS AMLIN ASIA PACIFIC PTE. LTD. (SYNDICATE 2001),Insurance,Lloyd's Asia Scheme,,,,https://eservices.mas.gov.sg/fid/institution/detail/1858-Lloyd-s-Asia-Scheme-MS-AMLIN-ASIA-PACIFIC-PTE-LTD-SYNDICATE-2001,https://eservices.mas.gov.sg/fid/institution?page=28&count=100,28,2026-07-11,,,Not Called,,,,
1602,Lloyd's Asia Scheme - MUNICH RE SYNDICATE SINGAPORE PRIVATE LIMITED (SYNDICATE 457),Insurance,Lloyd's Asia Scheme,,,,https://eservices.mas.gov.sg/fid/institution/detail/1071-Lloyd-s-Asia-Scheme-MUNICH-RE-SYNDICATE-SINGAPORE-PRIVATE-LIMITED-SYNDICATE-457,https://eservices.mas.gov.sg/fid/institution?page=28&count=100,28,2026-07-11,,,Not Called,,,,
1603,Lloyd's Asia Scheme - NEWLINE ASIA SERVICES PTE. LTD. (SYNDICATE 1218),Insurance,Lloyd's Asia Scheme,,,,https://eservices.mas.gov.sg/fid/institution/detail/1769-Lloyd-s-Asia-Scheme-NEWLINE-ASIA-SERVICES-PTE-LTD-SYNDICATE-1218,https://eservices.mas.gov.sg/fid/institution?page=28&count=100,28,2026-07-11,,,Not Called,,,,
1604,Lloyd's Asia Scheme - TALBOT RISK SERVICES PTE. LTD. (SYNDICATE 1183),Insurance,Lloyd's Asia Scheme,,,,https://eservices.mas.gov.sg/fid/institution/detail/1905-Lloyd-s-Asia-Scheme-TALBOT-RISK-SERVICES-PTE-LTD-SYNDICATE-1183,https://eservices.mas.gov.sg/fid/institution?page=28&count=100,28,2026-07-11,,,Not Called,,,,
1605,Lloyd's Asia Scheme - TOKIO MARINE KILN SINGAPORE PTE. LIMITED (SYNDICATE 1880),Insurance,Lloyd's Asia Scheme,,,,https://eservices.mas.gov.sg/fid/institution/detail/1630-Lloyd-s-Asia-Scheme-TOKIO-MARINE-KILN-SINGAPORE-PTE-LIMITED-SYNDICATE-1880,https://eservices.mas.gov.sg/fid/institution?page=28&count=100,28,2026-07-11,,,Not Called,,,,
1606,Lloyd's Asia Scheme - TOKIO MARINE KILN SINGAPORE PTE. LIMITED (SYNDICATE 510),Insurance,Lloyd's Asia Scheme,,,,https://eservices.mas.gov.sg/fid/institution/detail/1630-Lloyd-s-Asia-Scheme-TOKIO-MARINE-KILN-SINGAPORE-PTE-LIMITED-SYNDICATE-510,https://eservices.mas.gov.sg/fid/institution?page=28&count=100,28,2026-07-11,,,Not Called,,,,
1607,Lloyd's Asia Scheme - VOLANTE (SG) PTE. LTD. (SYNDICATE 1699),Insurance,Lloyd's Asia Scheme,,,,https://eservices.mas.gov.sg/fid/institution/detail/410002-Lloyd-s-Asia-Scheme-VOLANTE-SG-PTE-LTD-SYNDICATE-1699,https://eservices.mas.gov.sg/fid/institution?page=28&count=100,28,2026-07-11,,,Not Called,,,,
1608,LLOYD'S OF LONDON (ASIA) PTE LTD,Insurance,Lloyd's Asia Scheme,+65 6499 9330,CAPITAGREEN 138 MARKET STREET #03-02 048946,http://www.lloydsoflondon.com,https://eservices.mas.gov.sg/fid/institution/detail/1069-LLOYD-S-OF-LONDON-ASIA-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1609,LMAX DIGITAL BROKER (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,,138 MARKET STREET #14-03 CAPITAGREEN 048946,http://www.lmaxdigital.com,https://eservices.mas.gov.sg/fid/institution/detail/407330-LMAX-DIGITAL-BROKER-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1610,LMAX PTE. LTD.,Capital Markets,Recognised Market Operator,+65 69643576,138 MARKET STREET #14-03 CAPITAGREEN 048946,http://www.LMAX.com,https://eservices.mas.gov.sg/fid/institution/detail/419876-LMAX-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1611,LOCKTON COMPANIES (SINGAPORE) PRIVATE LIMITED,Financial Advisory; Insurance,Exempt Financial Adviser; Registered Insurance Broker,+65 62211288,"50 RAFFLES PLACE, #37-01/06 SINGAPORE LAND TOWER 048623",https://global.lockton.com/offices/singapore,https://eservices.mas.gov.sg/fid/institution/detail/252-LOCKTON-COMPANIES-SINGAPORE-PRIVATE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1612,LODESTAR CAPITAL MANAGEMENT PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 80296498,"ONE TEMASEK AVENUE #24-01A, MILLENIA TOWER 039192",,https://eservices.mas.gov.sg/fid/institution/detail/438594-LODESTAR-CAPITAL-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1613,LOMBARD ODIER (SINGAPORE) LTD.,Capital Markets; Financial Advisory; Banking,Exempt Capital Markets Services Entity; Exempt Financial Adviser; Merchant Bank,+65 63057788,9 RAFFLES PLACE #46-02 REPUBLIC PLAZA 048619,,https://eservices.mas.gov.sg/fid/institution/detail/1748-LOMBARD-ODIER-SINGAPORE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1614,London Stock Exchange plc,Capital Markets,Recognised Market Operator,,,https://www.londonstockexchange.com/,https://eservices.mas.gov.sg/fid/institution/detail/251607-London-Stock-Exchange-plc,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1615,LONG BRIDGE SECURITIES PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 63303039,12 MARINA VIEW #10-11A ASIA SQUARE TOWER 2 018961,https://longbridge.com/sg/,https://eservices.mas.gov.sg/fid/institution/detail/246919-LONG-BRIDGE-SECURITIES-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1616,LONGHASH VENTURES PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 93882285,168 ROBINSON ROAD #20-01 CAPITAL TOWER 068912,,https://eservices.mas.gov.sg/fid/institution/detail/228151-LONGHASH-VENTURES-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1617,"LONPAC INSURANCE BHD., SINGAPORE BRANCH",Insurance,Direct Insurer (General),+65 6250 7388,"300, BEACH ROAD #17-04/06 THE CONCOURSE 199555",,https://eservices.mas.gov.sg/fid/institution/detail/3328-LONPAC-INSURANCE-BHD-SINGAPORE-BRANCH,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1618,LONPAC INSURANCE SINGAPORE PTE. LTD.,Insurance,Direct Insurer (General),+65 6250 7388,"300, BEACH ROAD #17-04 THE CONCOURSE 199555",,https://eservices.mas.gov.sg/fid/institution/detail/448167-LONPAC-INSURANCE-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1619,LOOK CAPITAL PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 88189765,"3 TEMASEK AVENUE, CENTENNIAL TOWER #10-01A 039190",,https://eservices.mas.gov.sg/fid/institution/detail/246765-LOOK-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1620,LOOMIS SAYLES INVESTMENTS ASIA PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69228685,10 COLLYER QUAY #05-01/03 OCEAN FINANCIAL CENTRE 049315,,https://eservices.mas.gov.sg/fid/institution/detail/2556-LOOMIS-SAYLES-INVESTMENTS-ASIA-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1621,LSG INSURANCE PTE. LTD.,Insurance; Financial Advisory,Exempt Insurance Broker; Licensed Financial Adviser,+65 65688312,8 TEMASEK BOULEVARD #08-02 SUNTEC TOWER THREE 038988,https://www.lsg-insurance.com,https://eservices.mas.gov.sg/fid/institution/detail/200955-LSG-INSURANCE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1622,LUCA SGP PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 91374624,16 RAFFLES QUAY #09-01 HONG LEONG BUILDING 048581,https://www.luca-sgp.com/,https://eservices.mas.gov.sg/fid/institution/detail/427866-LUCA-SGP-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1623,LUCENT INVESTMENT ASSOCIATES PRIVATE LIMITED,Capital Markets,Capital Markets Services Licensee,+65 96328379,12 MARINA BOULEVARD #17-01 MBFC TOWER 3 018982,,https://eservices.mas.gov.sg/fid/institution/detail/232505-LUCENT-INVESTMENT-ASSOCIATES-PRIVATE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1624,LUCERNE ASSET MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62218429,55 TRAS ST #02-01 078994,http://www.lucerneam.com/,https://eservices.mas.gov.sg/fid/institution/detail/201005-LUCERNE-ASSET-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1625,LULU MONEY (SINGAPORE) PTE. LTD.,Payments,Major Payment Institution,65 67324243,810 GEYLANG ROAD #01-01 CITY PLAZA 409286,http://www.lulumoney.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/1083-LULU-MONEY-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1626,LUMEN CAPITAL INVESTORS PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 66340112,138 MARKET STREET #34-01A CAPITAGREEN 048946,http://www.lci.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/2400-LUMEN-CAPITAL-INVESTORS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1627,LUMEN STRATEGIC CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 98895268,"1 MARINA BOULEVARD, LEVEL 20 SUITE 2018, NTUC BUILDING, 018989",,https://eservices.mas.gov.sg/fid/institution/detail/412830-LUMEN-STRATEGIC-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1628,LUMENS CAPITAL PARTNERS (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 67274669,#21-20 CAPITASPRING 88 MARKET STREET 048948,https://lumenscapital.com/,https://eservices.mas.gov.sg/fid/institution/detail/412688-LUMENS-CAPITAL-PARTNERS-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1629,LUMIERE CAPITAL LIMITED,Capital Markets,Capital Markets Services Licensee,+65 67217186,1 RAFFLES PLACE #02-01 ONE RAFFLES PLACE MALL 048616,,https://eservices.mas.gov.sg/fid/institution/detail/1765-LUMIERE-CAPITAL-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1630,LUMINAS FINANCIAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 98889898,3 TEMASEK AVENUE CENTENNIAL TOWER #27-03A 039190,,https://eservices.mas.gov.sg/fid/institution/detail/429661-LUMINAS-FINANCIAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1631,LUMINOR CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 66318343,9 RAFFLES PLACE #29-01 REPUBLIC PLAZA 048619,http://www.luminorcapital.com.sg/,https://eservices.mas.gov.sg/fid/institution/detail/1989-LUMINOR-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1632,LUMINOUS ASSET MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 66719250,16 RAFFLES QUAY #31-05 HONG LEONG BUILDING 048581,,https://eservices.mas.gov.sg/fid/institution/detail/2533-LUMINOUS-ASSET-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1633,LUMOS GLOBAL CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 63707221,"5 TEMASEK BOULEVARD, #17-134 SUNTEC TOWER FIVE 038985",https://lumosglobalcapital.com,https://eservices.mas.gov.sg/fid/institution/detail/434743-LUMOS-GLOBAL-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1634,LVC SG MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 90857591,7 TEMASEK BOULEVARD #12-07 SUNTEC TOWER ONE 038987,http://www.loyalvalleycapital.com,https://eservices.mas.gov.sg/fid/institution/detail/246863-LVC-SG-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1635,LXA CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 91377797,168 ROBINSON ROAD #12-23 CAPITAL TOWER 068912,,https://eservices.mas.gov.sg/fid/institution/detail/426361-LXA-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1636,LYFE GLOBAL CONNECTION PRIVATE LIMITED,Capital Markets,Capital Markets Services Licensee,+65 81816176,6 BATTERY ROAD #28-02 049909,,https://eservices.mas.gov.sg/fid/institution/detail/247262-LYFE-GLOBAL-CONNECTION-PRIVATE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1637,LYGH CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65921029,600 NORTH BRIDGE ROAD #24-02 PARKVIEW SQUARE 188778,,https://eservices.mas.gov.sg/fid/institution/detail/2685-LYGH-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1638,LYRA INVESTMENT MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 68179590,15 BEACH ROAD #03-107 189677,,https://eservices.mas.gov.sg/fid/institution/detail/229850-LYRA-INVESTMENT-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1639,LYTEPAY PTE. LTD.,Payments,Major Payment Institution,,"36 HONG KONG STREET, #04-01, SINGAPORE 059675 059675",https://www.lyte.co,https://eservices.mas.gov.sg/fid/institution/detail/236668-LYTEPAY-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1640,M CAPITAL MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 98636936,15A STANLEY ST 068734,,https://eservices.mas.gov.sg/fid/institution/detail/233002-M-CAPITAL-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1641,M M ISMAIL AND CO,Payments,Money-changing Licensee,+65 90606572,BLK 311 NEW UPPER CHANGI ROAD #02-01A BEDOK MALL 467360,,https://eservices.mas.gov.sg/fid/institution/detail/97-M-M-ISMAIL-AND-CO,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1642,M&C REIT MANAGEMENT LIMITED,Capital Markets,Capital Markets Services Licensee,+65 67371928,390 HAVELOCK ROAD #02-06 KING’S CENTRE 169662,http://www.cdlht.com,https://eservices.mas.gov.sg/fid/institution/detail/1616-M-C-REIT-MANAGEMENT-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1643,M&G INVESTMENTS (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69827770,138 MARKET STREET #35-01 CAPITAGREEN 048946,http://www.mandg.sg,https://eservices.mas.gov.sg/fid/institution/detail/219966-M-G-INVESTMENTS-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1644,M&G REAL ESTATE ASIA PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 64365300,138 MARKET STREET #35-01 CAPITAGREEN 048946,http://www.mandg.sg,https://eservices.mas.gov.sg/fid/institution/detail/1665-M-G-REAL-ESTATE-ASIA-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1645,M-DAQ Cashport Pte. Ltd.,Payments,Major Payment Institution,65 62258991,15 PLAYFAIR ROAD LEVEL 2 367987,,https://eservices.mas.gov.sg/fid/institution/detail/201075-M-DAQ-Cashport-Pte-Ltd,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1646,M-DAQ MARKET SOLUTIONS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 96321825,15 PLAYFAIR ROAD #02-00 FGA @ PLAYFAIR 367987,,https://eservices.mas.gov.sg/fid/institution/detail/408608-M-DAQ-MARKET-SOLUTIONS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1647,M-DAQ PAYMENT SOLUTIONS PTE. LTD.,Payments,Major Payment Institution,+65 62258991,15 PLAYFAIR ROAD #02-01 FGA @ PLAYFAIR 367987,https://www.wallex.asia/,https://eservices.mas.gov.sg/fid/institution/detail/218774-M-DAQ-PAYMENT-SOLUTIONS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1648,M.G.M.FOREIGN EXCHANGE,Payments,Money-changing Licensee,65 68362996,290 ORCHARD ROAD #B1-19 PARAGON 238859,,https://eservices.mas.gov.sg/fid/institution/detail/2854-M-G-M-FOREIGN-EXCHANGE,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1649,M.S. MONEY EXCHANGE,Payments,Money-changing Licensee,+65 65131223,"90 HOUGANG AVENUE 10, #B1-17 HOUGANG MALL 538766",,https://eservices.mas.gov.sg/fid/institution/detail/253462-M-S-MONEY-EXCHANGE,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1650,M23 MANAGEMENT PTE LTD,Capital Markets,Capital Markets Services Licensee,,3 FRASER STREET #05-25 DUO TOWER 189352,,https://eservices.mas.gov.sg/fid/institution/detail/252965-M23-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
1651,M45 CAPITAL PARTNERS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 91274890,3 TEMASEK AVENUE #20-01 CENTENNIAL TOWER 039190,https://m45capital.com/,https://eservices.mas.gov.sg/fid/institution/detail/254873-M45-CAPITAL-PARTNERS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=15&count=100,15,2026-07-11,,,Not Called,,,,
