licence_record_no,institution_no,institution_name,sector,licence_type_status,office_number,address,website,mas_profile_url,source_page,verification_date
1905,1452,LASALLE INVESTMENT MANAGEMENT ASIA PTE LTD,Capital Markets,Capital Markets Services Licensee,+65 64943500,88 MARKET STREET #35-02 CAPITASPRING 048948,http://www.lasalle.com,https://eservices.mas.gov.sg/fid/institution/detail/1047-LASALLE-INVESTMENT-MANAGEMENT-ASIA-PTE-LTD,14,2026-07-11
1906,1452,LASALLE INVESTMENT MANAGEMENT ASIA PTE LTD,Financial Advisory,Exempt Financial Adviser,+65 64943500,88 MARKET STREET #35-02 CAPITASPRING 048948,http://www.lasalle.com,https://eservices.mas.gov.sg/fid/institution/detail/1047-LASALLE-INVESTMENT-MANAGEMENT-ASIA-PTE-LTD,14,2026-07-11
1907,1453,LAURO ASSET MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69322931,5 SHENTON WAY #10-01 UIC BUILDING 068808,,https://eservices.mas.gov.sg/fid/institution/detail/200489-LAURO-ASSET-MANAGEMENT-PTE-LTD,14,2026-07-11
1908,1454,LAVA CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+852 55175481,ONE MARINA BOULEVARD #20-50 018989,,https://eservices.mas.gov.sg/fid/institution/detail/420830-LAVA-CAPITAL-PTE-LTD,14,2026-07-11
1909,1455,LAZARA CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 88332931,101 CECIL STREET #23-03 TONG ENG BUILDING 069533,,https://eservices.mas.gov.sg/fid/institution/detail/427285-LAZARA-CAPITAL-PTE-LTD,14,2026-07-11
1910,1456,LAZARD ASIA LIMITED,Capital Markets,Capital Markets Services Licensee,+65 65342011,1 RAFFLES PLACE #29-63 ONE RAFFLES PLACE TOWER 2 048616,,https://eservices.mas.gov.sg/fid/institution/detail/815-LAZARD-ASIA-LIMITED,14,2026-07-11
1911,1456,LAZARD ASIA LIMITED,Financial Advisory,Exempt Financial Adviser,+65 65342011,1 RAFFLES PLACE #29-63 ONE RAFFLES PLACE TOWER 2 048616,,https://eservices.mas.gov.sg/fid/institution/detail/815-LAZARD-ASIA-LIMITED,14,2026-07-11
1912,1457,LAZARD ASSET MANAGEMENT (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65390500,9 RAFFLES PLACE UNIT 15-03 REPUBLIC PLAZA 048619,,https://eservices.mas.gov.sg/fid/institution/detail/2548-LAZARD-ASSET-MANAGEMENT-SINGAPORE-PTE-LTD,14,2026-07-11
1913,1457,LAZARD ASSET MANAGEMENT (SINGAPORE) PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 65390500,9 RAFFLES PLACE UNIT 15-03 REPUBLIC PLAZA 048619,,https://eservices.mas.gov.sg/fid/institution/detail/2548-LAZARD-ASSET-MANAGEMENT-SINGAPORE-PTE-LTD,14,2026-07-11
1914,1458,LC CAPITAL MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 88008920,"21 MERCHANT ROAD #04-01, ROYAL MERUKH S.E.A 058267",http://www.lccsg.com,https://eservices.mas.gov.sg/fid/institution/detail/409083-LC-CAPITAL-MANAGEMENT-PTE-LTD,14,2026-07-11
1915,1459,LCH INSURANCE BROKERS PTE. LTD.,Insurance,Registered Insurance Broker,+65 62213366,16 RAFFLES QUAY #34-01 HONG LEONG BUILDING 048581,https://www.lch.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/200588-LCH-INSURANCE-BROKERS-PTE-LTD,14,2026-07-11
1916,1459,LCH INSURANCE BROKERS PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 62213366,16 RAFFLES QUAY #34-01 HONG LEONG BUILDING 048581,https://www.lch.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/200588-LCH-INSURANCE-BROKERS-PTE-LTD,14,2026-07-11
1917,1460,LCH LIMITED,Capital Markets,Recognised Clearing House,+44 2074267000,"10 PATERNOSTER SQUARE, LONDON EC4M 7LS UNITED KINGDOM -",http://www.lch.com,https://eservices.mas.gov.sg/fid/institution/detail/201567-LCH-LIMITED,14,2026-07-11
1918,1461,LCV MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 96700409,1 PAYA LEBAR LINK #04-01 PAYA LEBAR QUARTER 408533,https://www.lanchiventures.com/,https://eservices.mas.gov.sg/fid/institution/detail/249751-LCV-MANAGEMENT-PTE-LTD,14,2026-07-11
1919,1462,LEADENHALL INSURANCE BROKERS PTE LTD.,Insurance,Registered Insurance Broker,+65 65033238,5A SHENTON WAY #15-20 068814,,https://eservices.mas.gov.sg/fid/institution/detail/378-LEADENHALL-INSURANCE-BROKERS-PTE-LTD,14,2026-07-11
1920,1463,LEAFGREEN CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 98377088,"2 CENTRAL BOULEVARD IOI CENTRAL BOULEVARD TOWERS, WEST TOWER #13-02 018916",http://www.leafgreen.com,https://eservices.mas.gov.sg/fid/institution/detail/429790-LEAFGREEN-CAPITAL-PTE-LTD,14,2026-07-11
1921,1464,LEAPCON CAPITAL MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 64071000,8 MARINA VIEW #42-01 ASIA SQUARE TOWER 1 018960,,https://eservices.mas.gov.sg/fid/institution/detail/436899-LEAPCON-CAPITAL-MANAGEMENT-PTE-LTD,14,2026-07-11
1922,1465,LEGACY FA PTE. LTD.,Financial Advisory,Licensed Financial Adviser,+65 66227801,201 HENDERSON ROAD #02-09 159545,https://www.LegacyFA-Asia.com,https://eservices.mas.gov.sg/fid/institution/detail/200569-LEGACY-FA-PTE-LTD,14,2026-07-11
1923,1465,LEGACY FA PTE. LTD.,Insurance,Exempt Insurance Broker,+65 66227801,201 HENDERSON ROAD #02-09 159545,https://www.LegacyFA-Asia.com,https://eservices.mas.gov.sg/fid/institution/detail/200569-LEGACY-FA-PTE-LTD,14,2026-07-11
1924,1466,LEGEND UNION PTE. LIMITED,Capital Markets,Capital Markets Services Licensee,+65 62338610,80 RAFFLES PLACE #21-20 UOB PLAZA 048624,,https://eservices.mas.gov.sg/fid/institution/detail/426649-LEGEND-UNION-PTE-LIMITED,15,2026-07-11
1925,1467,LENDLEASE GLOBAL COMMERCIAL TRUST MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 66716600,"2 TANJONG KATONG #05-01 PLQ3, PAYA LEBAR QUARTER 437161",,https://eservices.mas.gov.sg/fid/institution/detail/227244-LENDLEASE-GLOBAL-COMMERCIAL-TRUST-MANAGEMENT-PTE-LTD,15,2026-07-11
1926,1468,LENOVO INSURANCE PTE. LTD.,Insurance,Captive Insurer (General),+65 6221 8222,"2, SHENTON WAY #26-01 SGX CENTRE I 068804",https://asia-business-insurance.aon.com/sg/products/captive,https://eservices.mas.gov.sg/fid/institution/detail/1597-LENOVO-INSURANCE-PTE-LTD,28,2026-07-11
1927,1469,Leo Wealth Singapore Pte. Ltd.,Capital Markets,Capital Markets Services Licensee,+65 65898678,2 CENTRAL BLVD #32-07 018916,https://www.leowealth.global,https://eservices.mas.gov.sg/fid/institution/detail/4474-Leo-Wealth-Singapore-Pte-Ltd,15,2026-07-11
1928,1469,Leo Wealth Singapore Pte. Ltd.,Financial Advisory,Exempt Financial Adviser,+65 65898678,2 CENTRAL BLVD #32-07 018916,https://www.leowealth.global,https://eservices.mas.gov.sg/fid/institution/detail/4474-Leo-Wealth-Singapore-Pte-Ltd,15,2026-07-11
1929,1470,LEONTEQ SECURITIES (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 66905200,"6 SHENTON WAY OUE DOWNTOWN 2, #23-09A 068809",https://sg.leonteq.com,https://eservices.mas.gov.sg/fid/institution/detail/4351-LEONTEQ-SECURITIES-SINGAPORE-PTE-LTD,15,2026-07-11
1930,1470,LEONTEQ SECURITIES (SINGAPORE) PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 66905200,"6 SHENTON WAY OUE DOWNTOWN 2, #23-09A 068809",https://sg.leonteq.com,https://eservices.mas.gov.sg/fid/institution/detail/4351-LEONTEQ-SECURITIES-SINGAPORE-PTE-LTD,15,2026-07-11
1931,1471,LEXON INSURANCE PTE. LTD.,Insurance,Captive Insurer (General),+65 6221 8222,2 SHENTON WAY #26-01 SGX CENTRE 1 068804,https://asia-business-insurance.aon.com/sg/products/captive,https://eservices.mas.gov.sg/fid/institution/detail/1163-LEXON-INSURANCE-PTE-LTD,28,2026-07-11
1932,1472,LGIM SINGAPORE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62636100,"CAPITAL SQUARE, 23 CHURCH STREET LEVEL 7, UNIT 15-17 049481",,https://eservices.mas.gov.sg/fid/institution/detail/410856-LGIM-SINGAPORE-PTE-LTD,15,2026-07-11
1933,1473,LGT BANK (SINGAPORE) LTD.,Banking,Merchant Bank,+65 64153800,3 TEMASEK AVENUE #30-01 CENTENNIAL TOWER 039190,,https://eservices.mas.gov.sg/fid/institution/detail/1194-LGT-BANK-SINGAPORE-LTD,15,2026-07-11
1934,1473,LGT BANK (SINGAPORE) LTD.,Capital Markets,Exempt Capital Markets Services Entity,+65 64153800,3 TEMASEK AVENUE #30-01 CENTENNIAL TOWER 039190,,https://eservices.mas.gov.sg/fid/institution/detail/1194-LGT-BANK-SINGAPORE-LTD,15,2026-07-11
1935,1473,LGT BANK (SINGAPORE) LTD.,Financial Advisory,Exempt Financial Adviser,+65 64153800,3 TEMASEK AVENUE #30-01 CENTENNIAL TOWER 039190,,https://eservices.mas.gov.sg/fid/institution/detail/1194-LGT-BANK-SINGAPORE-LTD,15,2026-07-11
1936,1473,LGT BANK (SINGAPORE) LTD.,Capital Markets,Exempt Trust Company,+65 64153800,3 TEMASEK AVENUE #30-01 CENTENNIAL TOWER 039190,,https://eservices.mas.gov.sg/fid/institution/detail/1194-LGT-BANK-SINGAPORE-LTD,15,2026-07-11
1937,1474,LGT CAPITAL PARTNERS (SINGAPORE) PTE. LIMITED,Capital Markets,Capital Markets Services Licensee,+65 60478270,"2 CENTRAL BOULEVARD, IOI CENTRAL BOULEVARD TOWERS, LEVEL 40, UNIT 32, 018916",https://www.lgtcp.com,https://eservices.mas.gov.sg/fid/institution/detail/443490-LGT-CAPITAL-PARTNERS-SINGAPORE-PTE-LIMITED,15,2026-07-11
1938,1475,LGZ CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69746802,7 TEMASEK BOULEVARD #12-07 SUNTEC TOWER ONE 038987,https://www.lgzcapital.com,https://eservices.mas.gov.sg/fid/institution/detail/248267-LGZ-CAPITAL-PTE-LTD,15,2026-07-11
1939,1476,LIBEARA (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 98288579,9 RAFFLES PLACE #18-21 REPUBLIC PLAZA 048619,https://libeara.com,https://eservices.mas.gov.sg/fid/institution/detail/431842-LIBEARA-SINGAPORE-PTE-LTD,15,2026-07-11
1940,1477,LIBERALIZE PTE. LTD.,Payments,Standard Payment Institution,65 87311877,23 LORONG 3 TOA PAYOH #21-10 319582,http://www.liberalize.io,https://eservices.mas.gov.sg/fid/institution/detail/242225-LIBERALIZE-PTE-LTD,15,2026-07-11
1941,1478,LIBERATIVE CAPITAL ASIA PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 96960639,101 CECIL STREET #09-05 TONG ENG BUILDING 069533,,https://eservices.mas.gov.sg/fid/institution/detail/249428-LIBERATIVE-CAPITAL-ASIA-PTE-LTD,15,2026-07-11
1942,1479,LIBERTY PTE. LIMITED,Insurance,Direct Insurer (General),+65 6622 9160,"1, RAFFLES QUAY #40-01 NORTH TOWER 048583",,https://eservices.mas.gov.sg/fid/institution/detail/200621-LIBERTY-PTE-LIMITED,15,2026-07-11
1943,1480,LIFE INSURANCE CORPORATION (SINGAPORE) PTE. LTD.,Insurance,Direct Insurer (Life),+65 6223 4797,"3, RAFFLES PLACE #07-01 BHARAT BUILDING 048617",,https://eservices.mas.gov.sg/fid/institution/detail/2581-LIFE-INSURANCE-CORPORATION-SINGAPORE-PTE-LTD,15,2026-07-11
1944,1481,LIFE PLANNING ASSOCIATES PRIVATE LIMITED,Financial Advisory,Licensed Financial Adviser,+65 63442781,"60 PAYA LEBAR ROAD #06-51, PAYA LEBAR SQUARE 409051",http://www.lpa.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/305-LIFE-PLANNING-ASSOCIATES-PRIVATE-LIMITED,15,2026-07-11
1945,1482,LIGHTHOUSE ADVISORS PRIVATE LIMITED,Capital Markets,Capital Markets Services Licensee,+65 90409813,16 RAFFLES QUAY #09-01 HONG LEONG BUILDING 048581,,https://eservices.mas.gov.sg/fid/institution/detail/2586-LIGHTHOUSE-ADVISORS-PRIVATE-LIMITED,15,2026-07-11
1946,1483,LIGHTHOUSE CANTON PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 67130570,16 COLLYER QUAY #11-02 COLLYER QUAY CENTRE 049318,https://www.lighthouse-canton.com/,https://eservices.mas.gov.sg/fid/institution/detail/200187-LIGHTHOUSE-CANTON-PTE-LTD,15,2026-07-11
1947,1483,LIGHTHOUSE CANTON PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 67130570,16 COLLYER QUAY #11-02 COLLYER QUAY CENTRE 049318,https://www.lighthouse-canton.com/,https://eservices.mas.gov.sg/fid/institution/detail/200187-LIGHTHOUSE-CANTON-PTE-LTD,15,2026-07-11
1948,1484,LIGHTNET (SINGAPORE) PTE. LTD.,Payments,Major Payment Institution,,"9 RAFFLES PLACE LEVEL 5, REPUBLIC PLAZA 1 048619",http://lightnet.io/,https://eservices.mas.gov.sg/fid/institution/detail/242497-LIGHTNET-SINGAPORE-PTE-LTD,15,2026-07-11
1949,1485,LIGHTSPEED SEA ADVISORS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62288088,"IOI CENTRAL BOULEVARD TOWERS 2 , CENTRAL BOULEVARD #40-19/20 THE EXECUTIVE CENTRE 018916",,https://eservices.mas.gov.sg/fid/institution/detail/253452-LIGHTSPEED-SEA-ADVISORS-PTE-LTD,15,2026-07-11
1950,1486,LIM & TAN SECURITIES PTE LTD,Capital Markets,Capital Markets Services Licensee,+65 65330595,16 COLLYER QUAY #15-00 INCOME AT RAFFLES 049318,http://www.limtan.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/221-LIM-TAN-SECURITIES-PTE-LTD,15,2026-07-11
1951,1486,LIM & TAN SECURITIES PTE LTD,Financial Advisory,Exempt Financial Adviser,+65 65330595,16 COLLYER QUAY #15-00 INCOME AT RAFFLES 049318,http://www.limtan.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/221-LIM-TAN-SECURITIES-PTE-LTD,15,2026-07-11
1952,1487,LIMA CAPITAL ASIA PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 68360350,7 HOLLAND VILLAGE WAY #05-03 TOWER LOBBY B 275748,http://www.limacapitalasia.com,https://eservices.mas.gov.sg/fid/institution/detail/1780-LIMA-CAPITAL-ASIA-PTE-LTD,15,2026-07-11
1953,1488,LIMA INVESTMENT MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 68281060,OUE DOWNTOWN GALLERY 6A SHENTON WAY (TWP) #04-45 068815,,https://eservices.mas.gov.sg/fid/institution/detail/218067-LIMA-INVESTMENT-MANAGEMENT-PTE-LTD,15,2026-07-11
1954,1488,LIMA INVESTMENT MANAGEMENT PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 68281060,OUE DOWNTOWN GALLERY 6A SHENTON WAY (TWP) #04-45 068815,,https://eservices.mas.gov.sg/fid/institution/detail/218067-LIMA-INVESTMENT-MANAGEMENT-PTE-LTD,15,2026-07-11
1955,1489,LINDEN ASSET GROUP PRIVATE LTD.,Capital Markets,Capital Markets Services Licensee,+65 69776510,"SUITE 220, 2 PECK SEAH STREET, #02-01, AIR VIEW BUILDING 079305",,https://eservices.mas.gov.sg/fid/institution/detail/431908-LINDEN-ASSET-GROUP-PRIVATE-LTD,15,2026-07-11
1956,1490,LINDEN GROUP ASSOCIATES PTE. LTD.,Financial Advisory,Licensed Financial Adviser,+65 64388090,111 SOMERSET ROAD #09-07 238164,,https://eservices.mas.gov.sg/fid/institution/detail/1128-LINDEN-GROUP-ASSOCIATES-PTE-LTD,15,2026-07-11
1957,1491,LINEAGE CAPITAL PARTNERS PRIVATE LIMITED,Capital Markets,Capital Markets Services Licensee,+65 60379294,#04-01 DOWNTOWN GALLERY 6A SHENTON WAY 068815,,https://eservices.mas.gov.sg/fid/institution/detail/434320-LINEAGE-CAPITAL-PARTNERS-PRIVATE-LIMITED,15,2026-07-11
1958,1491,LINEAGE CAPITAL PARTNERS PRIVATE LIMITED,Financial Advisory,Exempt Financial Adviser,+65 60379294,#04-01 DOWNTOWN GALLERY 6A SHENTON WAY 068815,,https://eservices.mas.gov.sg/fid/institution/detail/434320-LINEAGE-CAPITAL-PARTNERS-PRIVATE-LIMITED,15,2026-07-11
1959,1492,LINGFENG CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+86 15810563027,10 COLLYER QUAY #37-80 OCEAN FINANCIAL CENTRE 049315,,https://eservices.mas.gov.sg/fid/institution/detail/242723-LINGFENG-CAPITAL-PTE-LTD,15,2026-07-11
1960,1493,LINK HOTELS INTERNATIONAL PTE. LTD.,Payments,Money-changing Licensee,65 66228585,50 TIONG BAHRU ROAD 168733,,https://eservices.mas.gov.sg/fid/institution/detail/1831-LINK-HOTELS-INTERNATIONAL-PTE-LTD,15,2026-07-11
1961,1494,LION CITY STORE,Payments,Money-changing Licensee,65 67340955,14 SCOTTS ROAD #03-68A FAR EAST PLAZA 228213,,https://eservices.mas.gov.sg/fid/institution/detail/94-LION-CITY-STORE,15,2026-07-11
1962,1495,LION GLOBAL INVESTORS LIMITED,Capital Markets,Capital Markets Services Licensee,+65 64176800,65 CHULIA STREET #18-01 OCBC CENTRE 049513,http://www.lionglobalinvestors.com,https://eservices.mas.gov.sg/fid/institution/detail/461-LION-GLOBAL-INVESTORS-LIMITED,15,2026-07-11
1963,1495,LION GLOBAL INVESTORS LIMITED,Financial Advisory,Exempt Financial Adviser,+65 64176800,65 CHULIA STREET #18-01 OCBC CENTRE 049513,http://www.lionglobalinvestors.com,https://eservices.mas.gov.sg/fid/institution/detail/461-LION-GLOBAL-INVESTORS-LIMITED,15,2026-07-11
1964,1496,LION TRUST (SINGAPORE) LIMITED,Capital Markets,Capital Markets Services Licensee,+65 65335206,137 MARKET STREET #05-01 048943,http://www.liontrust.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/1472-LION-TRUST-SINGAPORE-LIMITED,15,2026-07-11
1965,1496,LION TRUST (SINGAPORE) LIMITED,Capital Markets,Licensed Trust Company,+65 65335206,137 MARKET STREET #05-01 048943,http://www.liontrust.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/1472-LION-TRUST-SINGAPORE-LIMITED,15,2026-07-11
1966,1496,LION TRUST (SINGAPORE) LIMITED,Capital Markets,Approved CIS Trustee,+65 65335206,137 MARKET STREET #05-01 048943,http://www.liontrust.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/1472-LION-TRUST-SINGAPORE-LIMITED,15,2026-07-11
1967,1497,LION X VENTURES PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 88926624,65 CHULIA STREET #36 – 07 OCBC CENTRE 049513,,https://eservices.mas.gov.sg/fid/institution/detail/408411-LION-X-VENTURES-PTE-LTD,15,2026-07-11
1968,1498,LIONER INTERNATIONAL CONSULTANCY PTE. LIMITED,Financial Advisory,Licensed Financial Adviser,+65 64388858,"1 RAFFLES PLACE, #38-01 ONE RAFFLES PLACE TOWER 1, 048616",https://www.lioner.com/,https://eservices.mas.gov.sg/fid/institution/detail/250175-LIONER-INTERNATIONAL-CONSULTANCY-PTE-LIMITED,15,2026-07-11
1969,1499,LIQUID EDGE CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 90706004,16 RAFFLES QUAY #09-01 HONG LEONG BUILDING 048581,http://www.liquid-edge-capital.com/,https://eservices.mas.gov.sg/fid/institution/detail/428515-LIQUID-EDGE-CAPITAL-PTE-LTD,15,2026-07-11
1970,1500,LIQUID GROUP PTE. LTD.,Payments,Major Payment Institution,+65 69907437,491B RIVER VALLEY ROAD #04-02 VALLEY POINT 248373,https://www.liquidgroup.sg/,https://eservices.mas.gov.sg/fid/institution/detail/237897-LIQUID-GROUP-PTE-LTD,15,2026-07-11
1971,1501,LIQUIDNET ASIA LIMITED,Capital Markets,Recognised Market Operator,+852 37986888,"SUITE 2501, 25TH FLOOR, ONE HENNESSY, 1 HENNESSY ROAD, WANCHAI, HONG KONG 0",http://www.liquidnet.com,https://eservices.mas.gov.sg/fid/institution/detail/201326-LIQUIDNET-ASIA-LIMITED,15,2026-07-11
1972,1502,LIQUIDNET SINGAPORE PRIVATE LIMITED,Capital Markets,Capital Markets Services Licensee,+65 62286410,50 RAFFLES PLACE #41-00 SINGAPORE LAND TOWER 048623,http://www.liquidnet.com,https://eservices.mas.gov.sg/fid/institution/detail/219479-LIQUIDNET-SINGAPORE-PRIVATE-LIMITED,15,2026-07-11
1973,1503,LITTLELIVES INC PTE. LTD.,Payments,Standard Payment Institution,"Goh Chun Chi, Eunice (Compliance) - 98299807","9 RAFFLES PLACE, #19-21, REPUBLIC PLAZA 048619",https://www.littlelives.com/,https://eservices.mas.gov.sg/fid/institution/detail/253461-LITTLELIVES-INC-PTE-LTD,15,2026-07-11
1974,1504,LK RE PTE. LTD.,Insurance,Registered Insurance Broker,+65 66102132,2 CENTRAL BOULEVARD #08-03A IOI CENTRAL BOULEVARD TOWERS 018916,http://www.lkins.co.kr/en,https://eservices.mas.gov.sg/fid/institution/detail/246787-LK-RE-PTE-LTD,15,2026-07-11
1975,1505,LLOYD'S OF LONDON (ASIA) PTE LTD,Insurance,Lloyd's Asia Scheme,+65 6499 9330,CAPITAGREEN 138 MARKET STREET #03-02 048946,http://www.lloydsoflondon.com,https://eservices.mas.gov.sg/fid/institution/detail/1069-LLOYD-S-OF-LONDON-ASIA-PTE-LTD,15,2026-07-11
1976,1506,LMAX DIGITAL BROKER (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+44 2031922555,138 MARKET STREET #14-03 CAPITAGREEN 048946,http://www.lmaxdigital.com,https://eservices.mas.gov.sg/fid/institution/detail/407330-LMAX-DIGITAL-BROKER-SINGAPORE-PTE-LTD,15,2026-07-11
1977,1507,LMAX PTE. LTD.,Capital Markets,Recognised Market Operator,+65 69643576,138 MARKET STREET #14-03 CAPITAGREEN 048946,http://www.LMAX.com,https://eservices.mas.gov.sg/fid/institution/detail/419876-LMAX-PTE-LTD,15,2026-07-11
1978,1508,LOCKTON COMPANIES (SINGAPORE) PRIVATE LIMITED,Insurance,Registered Insurance Broker,+65 62211288,"50 RAFFLES PLACE, #37-01/06 SINGAPORE LAND TOWER 048623",https://global.lockton.com/offices/singapore,https://eservices.mas.gov.sg/fid/institution/detail/252-LOCKTON-COMPANIES-SINGAPORE-PRIVATE-LIMITED,15,2026-07-11
1979,1508,LOCKTON COMPANIES (SINGAPORE) PRIVATE LIMITED,Financial Advisory,Exempt Financial Adviser,+65 62211288,"50 RAFFLES PLACE, #37-01/06 SINGAPORE LAND TOWER 048623",https://global.lockton.com/offices/singapore,https://eservices.mas.gov.sg/fid/institution/detail/252-LOCKTON-COMPANIES-SINGAPORE-PRIVATE-LIMITED,15,2026-07-11
1980,1509,LODESTAR CAPITAL MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 80296498,"ONE TEMASEK AVENUE #24-01A, MILLENIA TOWER 039192",,https://eservices.mas.gov.sg/fid/institution/detail/438594-LODESTAR-CAPITAL-MANAGEMENT-PTE-LTD,15,2026-07-11
1981,1509,LODESTAR CAPITAL MANAGEMENT PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 80296498,"ONE TEMASEK AVENUE #24-01A, MILLENIA TOWER 039192",,https://eservices.mas.gov.sg/fid/institution/detail/438594-LODESTAR-CAPITAL-MANAGEMENT-PTE-LTD,15,2026-07-11
1982,1510,LOMBARD ODIER (SINGAPORE) LTD.,Banking,Merchant Bank,+65 63057788,9 RAFFLES PLACE #46-02 REPUBLIC PLAZA 048619,,https://eservices.mas.gov.sg/fid/institution/detail/1748-LOMBARD-ODIER-SINGAPORE-LTD,15,2026-07-11
1983,1510,LOMBARD ODIER (SINGAPORE) LTD.,Capital Markets,Exempt Capital Markets Services Entity,+65 63057788,9 RAFFLES PLACE #46-02 REPUBLIC PLAZA 048619,,https://eservices.mas.gov.sg/fid/institution/detail/1748-LOMBARD-ODIER-SINGAPORE-LTD,15,2026-07-11
1984,1510,LOMBARD ODIER (SINGAPORE) LTD.,Financial Advisory,Exempt Financial Adviser,+65 63057788,9 RAFFLES PLACE #46-02 REPUBLIC PLAZA 048619,,https://eservices.mas.gov.sg/fid/institution/detail/1748-LOMBARD-ODIER-SINGAPORE-LTD,15,2026-07-11
1985,1511,London Stock Exchange plc,Capital Markets,Recognised Market Operator,+44 02077971000,"10 PATERNOSTER SQUARE, LONDON EC4M 7LS -",https://www.londonstockexchange.com/,https://eservices.mas.gov.sg/fid/institution/detail/251607-London-Stock-Exchange-plc,15,2026-07-11
